,premise,choice1,choice2,label,question
382,enter the shopping place and take a trolley.,take inventory of items you will need.make a list of things you are going to buy.,drive to grocery store.,1,cause
383,go inside and pick up items.,make list of needed items.,drive to the grocery store.,1,cause
384,go in store.,make a list.,drive to store.,1,cause
385,drive to the nearby store.,go into grocery store.,make a list of needed items.,0,effect
386,go to the favorite grocery shop by car.,enter the store.,making grocery list.,0,effect
387,drive to nearest grocery store.,go into grocery store.,make grocery list.,0,effect
388,go to the favorite grocery shop by car.,enter grocery store.,make a grocery list.,0,effect
389,go to the store by your own vehicle.,enter the grocery store and grab a shopping cart.,make a grocery list.,0,effect
390,check your list at each aisle to ensure you haven't missed anything.,make a list of needed items.,drive to the grocery store.,0,cause
391,cross check the purchased items with your list.,create list of things to buy.,drive to the grocery store.,0,cause
392,check your list at each aisle to ensure you haven't missed anything.,make grocery list.,take your car and drive to grocery shop.,0,cause
393,check your list at each aisle to ensure you haven't missed anything.,make a shopping list based on the menu and items you need.,go to the store by driving your own vehicle.,0,cause
394,check whether the list is complete(all things on list are purchased).,inventory your cupboards.make a list of what you need.,drive to store.,0,cause
395,make list of needed items.,drive to grocery store.,check your list at each aisle to ensure you haven't missed anything.,1,effect
396,make list of needed items.,go to grocery store by vehicle.,check your list at each aisle to ensure you haven't missed anything.,1,effect
397,make a grocery list.,go to the store by driving.,cross check the purchased items with your list.,1,effect
398,make grocery list based off of menu.,go to grocery store by car.,check your list at each aisle to ensure you haven't missed anything.,1,effect
399,make a list.,find a grocery store.drive  to the store.,cross them off your list(check if all items on list are purchased).,1,effect
400,leave the store.,make grocery list.,drive to grocery store.,1,cause
401,take your groceries to your car and place them in the car.,review what you have at home and make a list of what you need.,drive to the nearby store.,1,cause
402,go back to the car.put the bags in the car.,make a grocery list.,go to the store by driving.,1,cause
403,take groceries to your car and load them up.,make a list of things needed before leaving home.,drive to grocery store.,1,cause
404,take cart to car.take bags out of cart and place into car.,make a list of items you need at the grocery.,drive to grocery store.,1,cause
405,go to grocery store by car.,walk to the car with my groceries.unload the groceries into the backseat of my car.,look in the fridge.make a list.,0,effect
406,drive to nearest grocery store.,take groceries to car.,make a grocery list.,0,effect
407,go to the store by car.,put bags in car.,make a grocery list.,0,effect
408,drive to nearby grocery store.,leave the store.,create list of things to buy.,0,effect
409,take your car and drive to grocery shop.,leave the store.,make a list.,0,effect
410,take out the shopping list from the car.,make a list of grocery required.,travel to grocery store by bus.,0,cause
411,take out the shopping list from the car.,write list.,travel to grocery store by bus.,0,cause
412,take out the shopping list from the car.,make grocery list.,take bus to grocery store.,0,cause
413,take out the shopping list from the car.,make a list of what is needed.,take bus to grocery store.,0,cause
414,take out the shopping list from the car.,first see that you prepare the entire list for shopping.double check with the list you prepared is in low quantity or null in your house.,travel to grocery store by bus.,0,cause
415,make a list of what you need.,take out the shopping list from the car.,travel to grocery store by bus.,0,effect
416,check existing stock.make a list of needed items.,take out the shopping list from the car.,travel to grocery store by bus.,0,effect
417,make a list of things needed before leaving home.,take out the shopping list from the car.,travel to grocery store by bus.,0,effect
418,make grocery list based off of menu.,take out the shopping list from the car.,travel to grocery store by bus.,0,effect
419,review what you have at home and make a list of what you need.,take out the shopping list from the car.,travel to grocery store by bus.,0,effect
420,enter the shopping place and take a trolley.,make a grocery list.,take bus to grocery store.,1,cause
421,enter super market.,make a list of things needed before leaving home.,take bus to grocery store.,1,cause
422,enter grocery store.,write list.,take bus to grocery store.,1,cause
423,walk into store.,make a list of what is needed.,travel to grocery store by bus.,1,cause
424,go into store and locate items to buy.,first see that you prepare the entire list for shopping.double check with the list you prepared is in low quantity or null in your house.,travel to grocery store by bus.,1,cause
425,travel to grocery store by bus.,go in store.,make a list of grocery required.,0,effect
426,take bus to grocery store.,walk in to the store.,make a list of things needed before leaving home.,0,effect
427,take bus to grocery store.,enter super market.,take inventory of items you will need.make a list of things you are going to buy.,0,effect
